Metro Area,Total,Less than 5 minutes,5 to 9 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 39 minutes,40 to 44 minutes,45 to 59 minutes,60 to 89 minutes,90 or more minutes,Year
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",365557,9671,40311,59279,57674,62124,17321,48039,7182,14063,19532,19527,10834,2012
"Paducah, KY-IL Micro Area",39994,1304,6031,8023,9054,4936,2690,3251,788,539,2004,715,659,2012
"Palatka, FL Micro Area",23007,599,2683,3495,3077,2479,1057,1151,686,1135,5115,1030,500,2012
"Palm Bay-Melbourne-Titusville, FL Metro Area",207903,6534,21470,29645,41091,33938,14626,26783,3825,6467,10863,7182,5479,2012
"Palm Coast, FL Metro Area",31556,703,4701,5627,2878,2405,2686,4307,1427,994,2696,2400,732,2012
"Panama City-Lynn Haven-Panama City Beach, FL Metro Area",74240,1769,9376,10894,14120,12908,5042,11259,662,1027,2767,2429,1987,2012
"Parkersburg-Marietta-Vienna, WV-OH Metro Area",65934,3377,9447,12815,12091,8853,4399,7218,1582,1071,2426,1373,1282,2012
"Pascagoula, MS Metro Area",65142,1541,6739,8602,10104,10227,3976,11524,1363,2007,4517,3352,1190,2012
"Pendleton-Hermiston, OR Micro Area",34528,3806,5694,8387,4492,4226,1628,3022,704,733,659,904,273,2012
"Pensacola-Ferry Pass-Brent, FL Metro Area",190595,3775,15854,29043,37468,32351,13648,25353,4088,6584,11345,6073,5013,2012
"Peoria, IL Metro Area",172237,7318,22107,26166,32632,31549,13096,17941,3684,4911,5914,4612,2307,2012
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",2629000,62516,205064,322805,354376,372262,163988,391962,83592,127156,280381,189731,75167,2012
"Phoenix-Mesa-Glendale, AZ Metro Area",1771920,36884,134013,228190,257825,286865,125021,302418,55042,86187,153888,78675,26912,2012
"Pine Bluff, AR Metro Area",33692,1295,4121,5624,7824,4196,2195,3064,336,1419,1777,1156,685,2012
"Pittsburgh, PA Metro Area",1074950,33502,98418,145154,148691,158366,73335,150909,34033,50764,94300,64940,22538,2012
"Pittsfield, MA Metro Area",56944,3083,8643,12050,9307,7858,3426,4270,773,1400,2850,2036,1248,2012
"Plattsburgh, NY Micro Area",34819,1588,5255,7265,6299,5372,2100,2286,685,746,1373,1355,495,2012
"Pocatello, ID Metro Area",39029,2130,8471,10648,7310,3722,1246,1564,182,327,1227,1111,1091,2012
"Ponce, PR Metro Area",61416,492,6086,9246,12215,12607,1674,9242,992,2297,2817,2399,1349,2012
"Port Angeles, WA Micro Area",24718,1802,4297,5382,3898,3330,1216,2372,82,241,649,695,754,2012
"Portland-South Portland-Biddeford, ME Metro Area",251890,9219,31286,38454,34702,38322,17462,30072,7563,10702,17243,12136,4729,2012
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",1007937,27659,90047,134801,158103,165686,69938,147834,31637,39675,82231,42355,17971,2012
"Port St. Lucie, FL Metro Area",151354,4604,12613,20320,21658,30854,8157,18671,4079,6622,10709,8984,4083,2012
"Portsmouth, OH Micro Area",26518,2146,3303,3746,3305,4262,1297,3054,473,854,1822,1102,1154,2012
"Pottsville, PA Micro Area",62158,3150,8215,9690,8177,9476,2830,5197,1233,2636,4889,4830,1835,2012
"Poughkeepsie-Newburgh-Middletown, NY Metro Area",290013,8751,30449,41422,37487,32539,14370,28568,8274,10304,23996,31313,22540,2012
"Prescott, AZ Metro Area",75071,4440,11354,14714,10098,8919,5580,8139,1434,1703,4657,1937,2096,2012
"Providence-New Bedford-Fall River, RI-MA Metro Area",734669,21148,71958,109112,118059,114347,48896,89597,18825,27580,54882,40992,19273,2012
"Provo-Orem, UT Metro Area",225725,9269,33819,40649,37610,32212,13520,22672,5156,5196,11733,9517,4372,2012
"Pueblo, CO Metro Area",62934,2288,10463,11829,12926,8995,2717,4952,1143,1094,3567,1728,1232,2012
"Punta Gorda, FL Metro Area",50816,1505,7042,9154,9653,8862,1914,3653,763,967,4128,1475,1700,2012
"Quincy, IL-MO Micro Area",35742,1322,7120,8785,6672,4247,1797,3098,668,517,891,315,310,2012
"Racine, WI Metro Area",84319,3128,11289,14729,12950,10811,5792,7388,2546,3384,7587,3395,1320,2012
"Raleigh-Cary, NC Metro Area",541564,11564,43824,72142,90737,97916,41796,76095,20108,21115,39482,18949,7836,2012
"Rapid City, SD Metro Area",62719,2929,10663,13000,13639,10664,1736,5314,685,1246,959,1033,851,2012
"Reading, PA Metro Area",183764,7365,18769,26858,32165,27200,11603,19861,5320,5793,13604,11014,4212,2012
"Redding, CA Metro Area",65249,2042,10684,15974,15954,7894,2135,4116,697,598,1384,1981,1790,2012
"Reno-Sparks, NV Metro Area",192829,6731,16421,32847,44175,34342,12302,19738,3375,4180,8346,6489,3883,2012
"Richmond, IN Micro Area",27008,873,4322,6330,6453,3053,1071,1566,160,542,748,1155,735,2012
"Richmond, VA Metro Area",580063,9459,46620,76560,97579,106843,51231,86007,19941,18689,36721,16895,13518,2012
"Richmond-Berea, KY Micro Area",42804,2972,6614,6279,7321,5276,2553,3520,1996,1264,2798,1761,450,2012
"Riverside-San Bernardino-Ontario, CA Metro Area",1581538,35352,127556,211113,222555,210626,82688,199646,37255,54774,141366,167266,91341,2012
"Roanoke, VA Metro Area",137269,3447,14347,25028,25944,25409,9127,16143,2798,3706,5109,4980,1231,2012
"Roanoke Rapids, NC Micro Area",24962,1132,3336,3633,4709,2684,1873,2494,1082,500,1830,1033,656,2012
"Rochester, MN Metro Area",96072,4428,13829,23598,20049,13165,4907,7051,1215,1405,3219,1609,1597,2012
"Rochester, NY Metro Area",478050,20087,57840,76384,90292,86536,36945,51492,9227,11324,20285,11273,6365,2012
"Rockford, IL Metro Area",147497,4230,16814,25367,26266,25860,11531,14580,3894,2901,5190,7556,3308,2012
"Rocky Mount, NC Metro Area",57184,2153,7052,11427,9949,9080,3980,6901,1617,922,2217,1303,583,2012
"Rome, GA Metro Area",36411,1178,4370,7465,7695,4907,1721,4206,133,517,2002,1251,966,2012
"Roseburg, OR Micro Area",35550,2740,7108,6911,4690,4589,1994,3281,474,592,1186,955,1030,2012
"Roswell, NM Micro Area",24712,1361,4294,6701,4634,3163,775,1302,423,377,658,504,520,2012
"Russellville, AR Micro Area",37476,2111,7059,8165,6157,4999,2020,3249,547,608,1304,643,614,2012
"Sacramento--Arden-Arcade--Roseville, CA Metro Area",866553,25354,79681,125185,141170,134196,60401,128903,25295,29822,58321,32060,26165,2012
"Saginaw-Saginaw Township North, MI Metro Area",73643,2600,9337,12917,12507,12625,5118,7963,1959,1922,2926,2076,1693,2012
"St. Cloud, MN Metro Area",94651,4621,14124,18677,18244,12795,4878,8227,1885,1949,3425,4182,1644,2012
"St. George, UT Metro Area",50817,3347,10211,11126,9251,5561,1672,4320,32,687,1556,867,2187,2012
"St. Joseph, MO-KS Metro Area",56359,1373,8798,15162,12861,6827,1804,3178,792,781,1669,2356,758,2012
"St. Louis, MO-IL Metro Area",1263271,31420,112463,161811,191043,207669,92128,193133,48849,56705,93348,52760,21942,2012
"Salem, OR Metro Area",151470,7998,17467,25363,27660,22704,7602,15355,4359,4815,8034,6470,3643,2012
"Salinas, CA Metro Area",174116,3788,18115,28636,31868,28528,9633,26911,3572,6476,6929,6649,3011,2012
