Metro Area,Total,Less than 5 minutes,5 to 9 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 39 minutes,40 to 44 minutes,45 to 59 minutes,60 to 89 minutes,90 or more minutes,Year
"Ames, IA Metro Area",45588,2514,7179,9558,9518,4954,1623,3248,836,1126,3198,698,1136,2010
"Anchorage, AK Metro Area",181029,6539,20763,34932,38376,27989,9942,16717,3341,2819,9147,6667,3797,2010
"Anderson, IN Metro Area",53359,1849,6949,6402,7762,6437,2813,4869,1073,2154,7722,3877,1452,2010
"Anderson, SC Metro Area",73339,1985,8223,11235,12831,11442,5927,7522,2131,3400,4281,3406,956,2010
"Ann Arbor, MI Metro Area",155835,4755,16684,27644,27358,25457,9561,16723,4240,5134,10750,6128,1401,2010
"Anniston-Oxford, AL Metro Area",41396,3645,2700,7704,7048,5778,3286,4988,1606,825,2580,1073,163,2010
"Appleton, WI Metro Area",109225,4222,15736,19514,22595,18599,7253,8325,3072,2348,4605,1275,1681,2010
"Asheville, NC Metro Area",172856,5508,17831,29405,30968,34811,12032,21421,3844,3955,6736,3836,2509,2010
"Ashtabula, OH Micro Area",41102,2058,5083,5912,6294,6644,1848,4678,501,1654,3258,2000,1172,2010
"Athens, TX Micro Area",29048,1010,3367,5101,3809,3032,1350,3756,800,225,1112,3058,2428,2010
"Athens-Clarke County, GA Metro Area",72937,3141,6409,14781,17111,11697,3505,7622,1295,1142,3118,1840,1276,2010
"Atlanta-Sandy Springs-Marietta, GA Metro Area",2232939,38502,138569,224436,296284,316141,140575,357762,83484,111114,262161,199202,64709,2010
"Atlantic City-Hammonton, NJ Metro Area",120819,3195,12959,19183,22368,21395,7964,13012,2905,4330,5261,4987,3260,2010
"Auburn, NY Micro Area",35051,3059,8099,5107,4414,2911,1476,3750,1200,932,2271,1329,503,2010
"Auburn-Opelika, AL Metro Area",60751,1897,8922,10729,11103,8593,3842,7235,1215,602,3522,1713,1378,2010
"Augusta-Richmond County, GA-SC Metro Area",223653,4322,16851,31895,43896,44417,14418,31380,4931,6104,16248,6552,2639,2010
"Augusta-Waterville, ME Micro Area",53345,3021,7547,7674,8465,7972,3915,6276,1325,1003,2536,2545,1066,2010
"Austin-Round Rock-San Marcos, TX Metro Area",785623,18123,69432,101810,131570,124097,55598,123409,23487,27215,61891,36299,12692,2010
"Bakersfield-Delano, CA Metro Area",290869,10592,34991,56251,49592,45042,12882,32609,4758,5292,13644,15025,10191,2010
"Baltimore-Towson, MD Metro Area",1258272,22742,84801,133764,167636,184149,86799,190230,44512,65698,126605,104872,46464,2010
"Bangor, ME Metro Area",69319,4176,11208,11969,12253,10504,3742,6795,1370,1011,2412,2536,1343,2010
"Barnstable Town, MA Metro Area",91160,2975,11998,16983,13649,13818,4534,8740,2646,2403,5315,4474,3625,2010
"Baton Rouge, LA Metro Area",353791,8587,28167,53360,56896,59443,18190,50803,8634,11610,29083,20779,8239,2010
"Battle Creek, MI Metro Area",53957,3086,7723,10515,10637,6973,3519,4993,1315,1128,1703,1790,575,2010
"Bay City, MI Metro Area",44736,1577,5215,8637,6826,7722,4236,6375,638,575,1701,505,729,2010
"Beaumont-Port Arthur, TX Metro Area",149468,6333,19939,25853,28851,21295,6692,18357,2609,3915,7882,4360,3382,2010
"Beaver Dam, WI Micro Area",39799,2427,7588,5146,5156,4312,3184,4044,1005,1069,3524,1610,734,2010
"Beckley, WV Micro Area",28489,908,3057,5432,5787,3778,1665,2814,440,370,1497,1961,780,2010
"Bellingham, WA Metro Area",87106,4458,10580,16536,18860,12026,5145,8550,1448,1432,2962,2402,2707,2010
"Bend, OR Metro Area",60553,4024,9176,12768,12218,6072,3983,5452,1166,1624,2369,722,979,2010
"Billings, MT Metro Area",75565,2799,12811,15211,17469,11530,4189,5197,761,1047,1512,949,2090,2010
"Binghamton, NY Metro Area",107072,4735,16503,23949,19113,18266,5930,8494,1167,1709,3047,2703,1456,2010
"Birmingham-Hoover, AL Metro Area",469144,10640,33236,58062,74719,79037,28311,78911,18748,15603,42724,21013,8140,2010
"Bismarck, ND Metro Area",56818,2696,10569,15359,11070,7527,1477,2356,538,542,1815,1749,1120,2010
"Blacksburg-Christiansburg-Radford, VA Metro Area",68723,5033,8213,15363,11954,9394,3184,6770,2056,1417,2863,1421,1055,2010
"Bloomington, IN Metro Area",80670,4329,11960,14672,17177,9609,3651,6875,1153,1530,4560,3365,1789,2010
"Bloomington-Normal, IL Metro Area",84185,3791,15633,18712,20862,10015,3853,4057,1265,897,2427,1476,1197,2010
"Bloomsburg-Berwick, PA Micro Area",36342,1459,5360,7119,5724,5950,2221,3744,518,1622,1489,750,386,2010
"Bluefield, WV-VA Micro Area",34885,1860,5011,5345,4244,5308,1771,4054,1120,755,2294,1923,1200,2010
"Boise City-Nampa, ID Metro Area",252010,9905,28051,41765,41772,41279,17802,37854,4752,6970,12389,6519,2952,2010
"Boston-Cambridge-Quincy, MA-NH Metro Area",2166531,55117,176303,263845,258531,292058,135719,322821,75225,116856,232367,182178,55511,2010
"Boulder, CO Metro Area",134684,4459,15811,27559,20427,20272,9490,12818,3253,5687,8441,4689,1778,2010
"Bowling Green, KY Metro Area",53843,2166,5927,11194,11850,9813,2367,4517,870,759,2202,1330,848,2010
"Bozeman, MT Micro Area",42793,2636,8009,7404,7648,6392,2461,4598,789,143,1039,1118,556,2010
"Brainerd, MN Micro Area",35963,1628,5276,6545,5842,5302,2174,3945,719,963,1698,1054,817,2010
"Branson, MO Micro Area",30275,949,3678,3324,5012,4930,1647,3694,1898,920,2407,1460,356,2010
"Bremerton-Silverdale, WA Metro Area",107475,3116,9741,16666,15004,19253,5183,12351,2279,4244,4577,7836,7225,2010
"Bridgeport-Stamford-Norwalk, CT Metro Area",403275,9684,38928,59682,66194,59381,19172,48878,8754,12914,31692,29597,18399,2010
"Brownsville-Harlingen, TX Metro Area",135059,4437,15865,32723,26388,20413,7277,13054,3025,2049,5784,2647,1397,2010
"Brunswick, GA Metro Area",42302,1751,7147,6741,8476,6923,1578,4874,377,430,2353,837,815,2010
"Buffalo-Niagara Falls, NY Metro Area",501708,19280,53776,79787,89346,93479,42440,62732,13282,13979,18943,8358,6306,2010
"Burlington, NC Metro Area",62919,1778,7085,12157,11360,9459,2996,7688,1757,1513,3646,2319,1161,2010
"Burlington-South Burlington, VT Metro Area",104450,4595,12751,17598,18464,15123,7026,12219,3164,3876,5633,3229,772,2010
"Canton-Massillon, OH Metro Area",169266,6993,21763,31839,26761,29927,9872,16112,4486,4628,9094,4523,3268,2010
"Cape Coral-Fort Myers, FL Metro Area",213500,4122,17847,26929,36920,34853,13191,40528,5674,7546,14108,6932,4850,2010
"Cape Girardeau-Jackson, MO-IL Metro Area",43124,1945,7910,9144,6399,5864,2219,3764,1280,657,2316,734,892,2010
"Carson City, NV Metro Area",22162,2460,5240,6454,2178,1587,425,818,686,898,1232,112,72,2010
"Casper, WY Metro Area",37620,1534,5709,9619,10613,5267,773,1677,162,187,786,355,938,2010
"Cedar Rapids, IA Metro Area",127032,5186,16352,25189,24776,20697,7516,10621,3256,3656,5985,2196,1602,2010
"Centralia, WA Micro Area",26155,1084,3807,4806,4077,3399,1039,2176,463,1072,1401,817,2014,2010
"Chambersburg, PA Micro Area",63956,3536,6855,11475,11848,9139,3483,6384,1363,1932,4059,2408,1474,2010
"Champaign-Urbana, IL Metro Area",103839,3694,14571,25885,24086,12855,5498,7946,1724,1541,2759,2011,1269,2010
"Charleston, WV Metro Area",123712,4819,12583,17562,19034,17615,10539,16164,4753,3916,7091,7019,2617,2010
"Charleston-North Charleston-Summerville, SC Metro Area",296384,6193,24433,41511,45288,52627,25428,46842,6567,8525,22488,11971,4511,2010
"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",757128,15373,61827,99769,114598,129415,53072,129548,27430,29207,56937,24914,15038,2010
"Charlottesville, VA Metro Area",86618,1826,9576,11629,17006,13771,5876,13802,2495,1779,4247,2657,1954,2010
"Chattanooga, TN-GA Metro Area",224925,5424,20978,34496,39455,43538,17459,31374,4946,6214,12795,4346,3900,2010
"Cheyenne, WY Metro Area",43617,2002,6898,13872,9945,5092,1013,2388,128,200,509,1145,425,2010
"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",4096292,74881,301124,445557,486546,528457,230058,646466,134147,227219,485038,409173,127626,2010
"Chico, CA Metro Area",79372,3882,15444,17745,13219,8104,4365,7255,1230,1792,2397,1748,2191,2010
"Chillicothe, OH Micro Area",25658,1159,2929,4363,3745,2942,1852,2558,692,613,2532,1469,804,2010
"Cincinnati-Middletown, OH-KY-IN Metro Area",938248,22702,81570,123926,148497,164473,79119,140007,33425,40283,59650,31385,13211,2010
"Clarksburg, WV Micro Area",34376,1987,3675,5534,5554,4173,2493,3637,952,1368,2124,1374,1505,2010
"Clarksville, TN-KY Metro Area",106311,3587,11394,16646,19918,15896,7790,13398,2174,3008,6581,4235,1684,2010
"Clearlake, CA Micro Area",17696,1499,2273,3074,1455,2429,720,1769,168,509,1347,2180,273,2010
"Cleveland, TN Metro Area",44856,1918,5533,9758,7942,5905,1553,5039,886,935,3257,1291,839,2010
"Cleveland-Elyria-Mentor, OH Metro Area",898872,20376,77348,119687,138848,150606,77243,141053,31496,38572,61767,29540,12336,2010
"Coamo, PR Micro Area",18936,252,1934,2097,3143,2923,1209,3475,644,1152,789,827,491,2010
"Coeur d'Alene, ID Metro Area",53883,1344,8638,9668,10058,8240,3125,5514,762,1407,2843,1742,542,2010
"College Station-Bryan, TX Metro Area",97788,4362,14968,23665,23331,12070,3109,5629,1115,1731,3103,1851,2854,2010
"Colorado Springs, CO Metro Area",287669,11757,31876,46439,52795,52256,18723,36575,5549,6589,12775,7328,5007,2010
"Columbia, MO Metro Area",81340,3959,8334,17539,19613,12672,4243,7323,1534,2136,2311,882,794,2010
"Columbia, SC Metro Area",332627,5674,37260,45774,60754,56253,22962,52821,8925,10333,17628,8315,5928,2010
"Columbia, TN Micro Area",33266,586,3776,5336,4329,4707,1718,4572,454,1465,3621,2034,668,2010
"Columbus, GA-AL Metro Area",113664,2536,12317,17788,23295,22209,9347,13919,2321,1571,4385,2120,1856,2010
"Columbus, IN Metro Area",34622,1497,5150,7450,5928,5055,2121,2088,259,726,1364,2325,659,2010
"Columbus, OH Metro Area",829935,24403,76330,113317,140317,157602,74497,117075,22591,29104,43509,22824,8366,2010
"Concord, NH Micro Area",70981,3798,6696,9636,10285,11935,4862,8926,2662,2191,4288,3769,1933,2010
"Cookeville, TN Micro Area",42698,1196,3361,7217,7070,7427,1331,6772,1988,460,3205,1283,1388,2010
"Coos Bay, OR Micro Area",22947,1334,4123,5736,3304,1222,889,3875,170,384,961,571,378,2010
"Corning, NY Micro Area",40997,3281,7177,7733,4929,5356,1893,4177,751,1066,2453,1417,764,2010
"Corpus Christi, TX Metro Area",177045,8147,26275,36666,39734,24173,7139,17537,1674,2852,5249,4966,2633,2010
"Corvallis, OR Metro Area",35865,1402,6650,9893,7307,3624,1586,2012,626,557,839,761,608,2010
"Crestview-Fort Walton Beach-Destin, FL Metro Area",82399,3639,11830,13337,13231,12316,3951,10737,2534,2365,4651,2508,1300,2010
"Cullman, AL Micro Area",28608,903,3808,4920,5016,4313,1527,2520,286,523,2173,1745,874,2010
"Cumberland, MD-WV Metro Area",36518,1537,6113,6092,5396,6534,1920,2780,574,524,1474,1002,2572,2010
"Dallas-Fort Worth-Arlington, TX Metro Area",2863105,61451,226403,357197,416351,414572,194419,494886,96693,130510,264703,156364,49556,2010
"Dalton, GA Metro Area",56840,926,5480,10292,12753,11482,3063,6916,549,1434,1799,743,1403,2010
"Danville, IL Metro Area",30840,1319,5190,6625,5638,3415,1576,3246,686,805,1106,693,541,2010
"Danville, VA Metro Area",41526,584,5467,6375,9025,6554,2557,4177,910,1094,2077,1802,904,2010
"Daphne-Fairhope-Foley, AL Micro Area",72896,2918,6122,9330,9960,11579,4595,11349,1577,3650,5477,4320,2019,2010
"Davenport-Moline-Rock Island, IA-IL Metro Area",171320,9136,23120,35752,32774,28638,11675,14742,3487,2679,3955,2976,2386,2010
"Dayton, OH Metro Area",354282,11685,47214,62701,66996,63052,23534,34276,7446,7842,14028,10200,5308,2010
"Decatur, AL Metro Area",62818,1944,7008,10415,8409,7684,4114,8661,3215,3589,5466,1772,541,2010
"Decatur, IL Metro Area",43924,1655,6692,11221,9556,6751,1761,2351,654,540,1202,1144,397,2010
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",181102,4212,13753,31595,29686,30162,9263,26642,4357,5671,13926,8358,3477,2010
"Denver-Aurora-Broomfield, CO Metro Area",1178595,20258,83808,139502,174656,189289,90925,207206,40714,53997,105521,51458,21261,2010
"Des Moines-West Des Moines, IA Metro Area",282010,7744,34206,46946,54075,58773,22762,29311,5071,5616,9901,3977,3628,2010
"Detroit-Warren-Livonia, MI Metro Area",1683119,35187,134773,211427,242800,266413,129412,269706,64537,72468,146919,82829,26648,2010
"Dothan, AL Metro Area",60984,1995,7223,12208,10527,8568,2645,9165,910,1718,3891,1228,906,2010
"Dover, DE Metro Area",67200,651,8902,10395,12205,10886,2777,7507,902,2953,4117,3825,2080,2010
"DuBois, PA Micro Area",31651,3033,3524,5419,5175,3295,841,3382,545,1080,1945,2202,1210,2010
"Dubuque, IA Metro Area",46602,2502,9373,12264,8434,6714,1818,2593,275,275,828,893,633,2010
"Duluth, MN-WI Metro Area",122456,6439,18579,23536,21297,18573,7585,11294,1619,2642,4677,3471,2744,2010
"Dunn, NC Micro Area",45326,1027,5236,5498,6312,6366,2389,7205,1150,2009,4772,2899,463,2010
"Durham-Chapel Hill, NC Metro Area",218733,6153,20666,35775,40441,38156,18224,25789,4813,7890,11023,6810,2993,2010
"East Liverpool-Salem, OH Micro Area",41912,2443,6778,5155,5451,5204,2057,4605,1783,1828,3469,2094,1045,2010
"East Stroudsburg, PA Micro Area",69010,2386,6043,7515,8950,8268,2394,5286,1430,2474,7517,5740,11007,2010
"Eau Claire, WI Metro Area",78113,3569,12872,18614,17906,8432,3861,6000,1588,853,2142,1093,1183,2010
"El Centro, CA Metro Area",51835,1907,6225,11780,8874,8824,3110,5370,547,692,2283,743,1480,2010
"Elizabethtown, KY Metro Area",45738,2156,4577,7893,9436,6385,2836,5562,477,1148,3113,1569,586,2010
"Elkhart-Goshen, IN Metro Area",83431,3518,12699,13342,16403,14690,4366,8221,1790,2501,3311,1320,1270,2010
"Elmira, NY Metro Area",38380,1256,7200,8958,5929,5681,1502,2698,461,710,2328,1182,475,2010
"El Paso, TX Metro Area",302200,5793,24990,46117,46148,66899,20486,55156,5520,7648,13115,7309,3019,2010
"Enterprise-Ozark, AL Micro Area",40590,1082,5222,7484,7311,7171,2477,5381,988,565,1850,571,488,2010
"Erie, PA Metro Area",120398,5433,15540,23042,25656,20305,7405,12826,1971,2932,3001,1253,1034,2010
"Eugene-Springfield, OR Metro Area",142957,6013,18782,30080,28097,24651,7733,12918,1561,2475,4275,3510,2862,2010
"Eureka-Arcata-Fortuna, CA Micro Area",56483,4293,11141,12274,8566,9279,3029,3265,514,1015,929,2016,162,2010
"Evansville, IN-KY Metro Area",161317,4338,20590,28929,31830,27493,9809,18546,2760,3565,7170,3952,2335,2010
"Fairbanks, AK Metro Area",46154,2663,7950,9468,7792,6582,3075,4584,712,740,1572,334,682,2010
"Fajardo, PR Metro Area",19279,334,1410,2664,3972,2074,498,2261,138,914,1170,2774,1070,2010
"Fargo, ND-MN Metro Area",115828,5235,22140,28626,27067,15301,3552,5470,921,1430,3163,1152,1771,2010
"Farmington, MO Micro Area",22384,1340,4033,4980,3086,3133,693,1042,211,181,650,2035,1000,2010
"Farmington, NM Metro Area",47885,734,6670,6002,8759,5658,1686,7333,835,492,3853,3225,2638,2010
"Fayetteville, NC Metro Area",154949,7064,16634,21844,30447,28529,11421,18892,2508,2738,10057,2236,2579,2010
"Fayetteville-Springdale-Rogers, AR-MO Metro Area",202719,7845,23002,32592,37259,31264,18191,26409,5111,4247,10806,3206,2787,2010
"Findlay, OH Micro Area",33527,2096,5387,8744,6282,2759,1668,2707,577,682,1579,800,246,2010
"Flagstaff, AZ Metro Area",54016,4248,10879,12601,7530,6863,1566,4503,293,510,2016,1939,1068,2010
"Flint, MI Metro Area",144150,4744,14358,21590,22608,24187,7687,16211,2594,3673,10707,11876,3915,2010
"Florence, SC Metro Area",76831,2322,7709,17002,14589,11449,2859,10775,1228,1106,2901,2821,2070,2010
"Florence-Muscle Shoals, AL Metro Area",58674,1931,7230,10294,10320,5539,2540,8526,1560,1958,4148,3388,1240,2010
"Fond du Lac, WI Metro Area",49386,3268,7960,10518,7428,5544,2806,4646,1476,1050,2332,1587,771,2010
"Forest City, NC Micro Area",23089,880,2343,3736,5411,3229,1132,1756,617,822,1822,1122,219,2010
"Fort Collins-Loveland, CO Metro Area",140540,4457,17558,27670,29569,19472,8116,11675,3295,4272,6372,5640,2444,2010
"Fort Payne, AL Micro Area",26537,840,3913,4178,4489,2795,2781,3248,389,412,1880,862,750,2010
"Fort Smith, AR-OK Metro Area",120589,7166,14929,21817,23068,17887,6823,13456,3807,3328,4415,2562,1331,2010
"Fort Wayne, IN Metro Area",175869,5540,16995,29516,35118,38234,13794,19522,3680,3050,5548,3030,1842,2010
"Frankfort, KY Micro Area",28416,1209,4393,5521,5406,2662,997,3701,1072,535,2104,408,408,2010
"Fresno, CA Metro Area",332666,10183,31857,46415,83833,52769,21792,43863,5315,7823,11713,11267,5836,2010
"Gadsden, AL Metro Area",36590,340,4110,6107,9198,5328,1486,3499,342,666,2624,2133,757,2010
"Gainesville, FL Metro Area",110886,3226,13723,21712,22298,18323,5498,13006,2116,2608,5095,1951,1330,2010
"Gainesville, GA Metro Area",70906,2669,5237,11245,12785,10902,4670,10546,1841,1693,4293,3482,1543,2010
"Galesburg, IL Micro Area",27981,2611,5800,4558,4773,2578,1354,1884,525,376,1999,1096,427,2010
"Gallup, NM Micro Area",20425,844,1741,3785,4768,2767,384,1886,235,274,1907,1275,559,2010
"Gettysburg, PA Micro Area",50402,2560,4839,6717,6557,7362,3162,4799,1530,2526,4230,3522,2598,2010
"Glens Falls, NY Metro Area",55827,2754,7417,9610,9069,5776,3114,6005,1510,1398,4337,3342,1495,2010
"Goldsboro, NC Metro Area",52008,2183,5366,8969,10755,7909,3961,4701,1474,921,3071,1970,728,2010
"Grand Forks, ND-MN Metro Area",50384,4110,13726,13207,8281,3376,1384,2530,643,1034,1315,428,350,2010
"Grand Island, NE Micro Area",36081,1478,8875,8791,7835,3059,1411,2344,189,275,893,386,545,2010
"Grand Junction, CO Metro Area",59875,3249,8633,11634,15428,8488,2976,3120,1141,755,1570,1560,1321,2010
"Grand Rapids-Wyoming, MI Metro Area",325009,11043,34862,53991,62680,57546,26153,33780,5967,8739,16245,9469,4534,2010
"Grants Pass, OR Micro Area",28307,2119,5633,6043,5167,2549,1261,1707,801,770,1461,465,331,2010
"Great Falls, MT Metro Area",37025,2956,7102,9574,6390,4000,713,2940,525,599,1158,496,572,2010
"Greeley, CO Metro Area",110839,3097,11425,15664,19088,14504,5313,14617,2916,4727,9404,7849,2235,2010
"Green Bay, WI Metro Area",141293,6251,20998,30447,28828,20573,7026,10692,3224,3223,4932,3257,1842,2010
"Greeneville, TN Micro Area",25758,368,2586,3310,5036,5073,1757,3597,1006,460,1302,454,809,2010
"Greensboro-High Point, NC Metro Area",308393,8389,27474,54211,58289,54998,23650,38754,9479,9528,12657,5875,5089,2010
"Greenville, NC Metro Area",84716,2486,9109,19520,18361,12238,4465,9751,1792,770,3453,2110,661,2010
"Greenville-Mauldin-Easley, SC Metro Area",266368,6236,26275,40045,49363,53334,17413,36314,6624,7210,14079,6280,3195,2010
"Greenwood, SC Micro Area",27997,446,2079,8133,5721,3923,2081,1382,247,704,740,1108,1433,2010
"Guayama, PR Metro Area",23233,1326,1904,4031,4765,2831,553,3070,245,494,1109,2227,678,2010
"Gulfport-Biloxi, MS Metro Area",106707,3383,11246,14026,19041,21548,6058,14765,1847,3027,4966,4641,2159,2010
"Hagerstown-Martinsburg, MD-WV Metro Area",114688,2933,12091,16759,15788,16607,7108,15454,3771,3845,6747,6546,7039,2010
"Hammond, LA Micro Area",47295,1575,5701,8776,8668,4186,2329,4927,557,938,4444,2740,2454,2010
"Hanford-Corcoran, CA Metro Area",53625,772,7230,10962,7948,11216,3028,4056,1557,1375,4417,672,392,2010
"Harrisburg-Carlisle, PA Metro Area",259024,10669,31999,38902,50186,43321,15078,26832,8675,7261,14962,6261,4878,2010
"Harrisonburg, VA Metro Area",53062,4754,7127,12009,7366,7710,3095,4814,579,1190,2180,998,1240,2010
"Hartford-West Hartford-East Hartford, CT Metro Area",563298,17217,62930,87545,95074,89542,41321,77751,15866,19285,32552,15728,8487,2010
"Hattiesburg, MS Metro Area",58335,2156,7782,8910,13425,7681,3146,6045,1161,1104,3980,947,1998,2010
"Helena, MT Micro Area",33665,1163,6291,8153,6711,4593,1411,2379,322,130,747,551,1214,2010
"Hickory-Lenoir-Morganton, NC Metro Area",148552,6070,14098,26922,27593,26982,8221,16459,3027,2633,8466,5596,2485,2010
"Hilo, HI Micro Area",68834,2507,8915,12054,11376,6647,2516,8537,1062,2958,5909,3466,2887,2010
"Hilton Head Island-Beaufort, SC Micro Area",76636,3390,10585,11863,13023,11075,4878,10258,2343,1909,4672,1783,857,2010
"Hinesville-Fort Stewart, GA Metro Area",29667,1191,3227,6558,5806,5074,739,1999,160,658,1911,1821,523,2010
"Holland-Grand Haven, MI Metro Area",117900,5125,16151,18447,21976,19465,10693,13180,3624,2766,3679,1216,1578,2010
"Homosassa Springs, FL Micro Area",40218,1299,2662,4193,9381,6218,2621,5531,1451,263,2529,1568,2502,2010
"Honolulu, HI Metro Area",459131,8014,36085,55075,62345,68602,23275,101701,11589,16191,40490,29363,6401,2010
"Hot Springs, AR Metro Area",35889,663,5543,5696,7675,4855,2278,4073,721,752,1102,1896,635,2010
"Houma-Bayou Cane-Thibodaux, LA Metro Area",88030,4250,14150,13720,14212,9364,4809,10975,1722,1774,5230,4013,3811,2010
"Houston-Sugar Land-Baytown, TX Metro Area",2625741,49059,177366,296905,384291,399364,158946,473144,78943,110253,268571,179436,49463,2010
"Huntington-Ashland, WV-KY-OH Metro Area",106257,4784,12387,17874,20280,15862,8521,9857,2127,3152,4478,4874,2061,2010
"Huntsville, AL Metro Area",183777,4389,16603,25028,38873,39388,15127,23749,3616,4418,7521,3336,1729,2010
"Huntsville, TX Micro Area",21296,785,1855,5033,3274,2284,1144,3406,617,286,1481,434,697,2010
"Hutchinson, KS Micro Area",28406,1714,5427,8003,4118,2605,448,2059,575,274,1740,1007,436,2010
"Idaho Falls, ID Metro Area",55504,2984,8467,11047,12344,6189,1932,5242,560,925,1713,2622,1479,2010
"Indiana, PA Micro Area",35863,1450,5822,4542,5881,4210,2843,4446,1011,752,1823,1500,1583,2010
"Indianapolis-Carmel, IN Metro Area",770934,23926,68346,98205,112079,130674,65897,124148,25324,33463,54354,24666,9852,2010
"Iowa City, IA Metro Area",77997,3139,12214,15636,16821,11826,4528,7424,1329,817,2288,1468,507,2010
"Ithaca, NY Metro Area",44003,1323,7067,9407,8271,6782,2745,4323,347,446,940,1556,796,2010
"Jackson, MI Metro Area",59568,2274,6690,9957,11005,8774,3359,5758,1591,1299,4649,3443,769,2010
"Jackson, MS Metro Area",226894,4369,17887,30733,42145,43939,19998,35370,5138,5170,11908,7556,2681,2010
"Jackson, TN Metro Area",44541,1015,6249,9511,9650,6150,2436,4152,1067,744,1706,1066,795,2010
"Jacksonville, FL Metro Area",578104,13636,46943,64727,92790,102090,48597,94813,21165,20209,45762,20248,7124,2010
"Jacksonville, NC Metro Area",82330,4084,9342,13199,10990,15243,3775,9907,1854,2253,7255,2609,1819,2010
"Jamestown-Dunkirk-Fredonia, NY Micro Area",54085,4367,10400,13133,9786,5464,2109,3243,705,680,1696,1688,814,2010
"Janesville, WI Metro Area",71696,4439,9411,13692,9455,7530,4323,6878,1828,3136,6411,2752,1841,2010
"Jefferson City, MO Metro Area",69301,2821,9615,14458,14287,8676,3849,6396,1916,2519,2722,1313,729,2010
"Johnson City, TN Metro Area",79952,2445,8753,15746,15960,12254,5898,9277,2546,878,3176,1209,1810,2010
"Johnstown, PA Metro Area",59330,2488,8035,9735,9525,9132,3707,5586,1388,2281,4320,1741,1392,2010
"Jonesboro, AR Metro Area",48521,3367,7617,10225,9207,6585,3316,3061,877,810,1350,1215,891,2010
"Joplin, MO Metro Area",76597,3210,12656,16106,15050,10718,4235,7357,1212,1297,2057,1780,919,2010
"Kahului-Wailuku, HI Micro Area",66506,2923,12540,12075,9971,10364,2506,6682,1309,1752,3918,1499,967,2010
"Kalamazoo-Portage, MI Metro Area",139519,4177,17393,26015,24950,26358,9566,11266,4230,2841,6709,4073,1941,2010
"Kalispell, MT Micro Area",36687,2102,7106,8032,6145,5088,2672,2802,402,368,448,510,1012,2010
"Kankakee-Bradley, IL Metro Area",46232,3180,7764,9106,6249,4729,2118,4367,707,896,2647,3114,1355,2010
"Kansas City, MO-KS Metro Area",935310,28413,99221,137666,155957,166141,74101,127803,28741,30310,53827,22555,10575,2010
"Kapaa, HI Micro Area",29144,1494,4139,4808,4370,4192,787,4228,414,745,3357,463,147,2010
"Keene, NH Micro Area",36206,2458,5415,6913,5628,5805,1225,4294,584,429,1426,1096,933,2010
"Kennewick-Pasco-Richland, WA Metro Area",106419,3849,11386,19812,20882,17623,5641,9567,2565,2691,7338,4028,1037,2010
"Key West, FL Micro Area",35334,2021,8454,9459,3859,3711,673,3089,1079,490,1173,916,410,2010
