Metro Area,Total,Less than 5 minutes,5 to 9 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 39 minutes,40 to 44 minutes,45 to 59 minutes,60 to 89 minutes,90 or more minutes,Year
"Klamath Falls, OR Micro Area",24979,2019,5388,5227,5280,2680,777,1648,395,101,674,363,427,2013
"Knoxville, TN Metro Area",355297,7151,33991,54418,65817,62972,25626,47767,9059,12049,21378,9951,5118,2013
"Kokomo, IN Metro Area",35542,1587,6293,8285,6744,3945,1026,1541,187,227,2754,1827,1126,2013
"La Crosse-Onalaska, WI-MN Metro Area",69199,3067,14366,13151,13304,10044,3893,4833,949,1859,1972,1081,680,2013
"Lafayette, LA Metro Area",212526,8364,25309,38064,35737,27506,12283,29725,4164,4869,8771,7493,10241,2013
"Lafayette-West Lafayette, IN Metro Area",92328,4298,13689,22208,18767,14251,2875,6879,1289,1760,2433,2305,1574,2013
"LaGrange, GA Micro Area",27995,249,4040,3572,6758,4734,1575,3239,500,186,1614,1105,423,2013
"Lake Charles, LA Metro Area",86976,1935,11088,16369,19703,14050,6373,9001,1058,456,2416,1567,2960,2013
"Lake City, FL Micro Area",26159,1046,3405,5495,4858,3509,723,1724,587,476,2186,1117,1033,2013
"Lake Havasu City-Kingman, AZ Metro Area",63320,5729,12074,13606,12774,6244,1978,3471,352,623,2560,1924,1985,2013
"Lakeland-Winter Haven, FL Metro Area",232263,6600,18189,29707,42932,38089,15504,28082,6504,9505,22757,10696,3698,2013
"Lancaster, PA Metro Area",238976,9341,28390,42785,37709,37125,16171,27131,6112,8567,11968,8472,5205,2013
"Lansing-East Lansing, MI Metro Area",208000,6931,28264,36417,44533,32964,14220,19026,4582,4481,7167,6116,3299,2013
"Laredo, TX Metro Area",89476,2291,8480,17130,20467,15762,3463,10536,743,2500,3604,2035,2465,2013
"Las Cruces, NM Metro Area",87395,2983,11343,17201,18844,12475,3858,8620,2041,1640,4568,3324,498,2013
"Las Vegas-Henderson-Paradise, NV Metro Area",879441,15810,57109,101528,156013,180769,82188,162792,22510,26039,38416,21737,14530,2013
"Laurel, MS Micro Area",32351,1500,1880,3851,6571,5689,1049,8291,659,290,1515,347,709,2013
"Lawrence, KS Metro Area",57079,2624,9402,11282,10973,6161,2864,5612,1161,1442,4022,1187,349,2013
"Lawton, OK Metro Area",53006,1478,6948,13161,13072,8588,1911,3518,1034,512,1005,1345,434,2013
"Lebanon, PA Metro Area",60529,2793,9152,8539,8591,8715,2365,7519,2452,1802,4994,2465,1142,2013
"Lewiston, ID-WA Metro Area",25972,1612,4470,7164,6519,3497,295,589,175,321,603,437,290,2013
"Lewiston-Auburn, ME Metro Area",48490,2089,5542,9542,6712,6831,2461,3981,1028,1994,5171,1844,1295,2013
"Lexington-Fayette, KY Metro Area",226725,6651,27398,38984,45555,39028,12709,28757,5628,4477,10165,4129,3244,2013
"Lima, OH Metro Area",46768,2363,8609,8586,10369,7112,2491,2917,1088,667,942,925,699,2013
"Lincoln, NE Metro Area",163766,4768,20733,34748,36593,30596,8059,16937,1532,1553,4683,2655,909,2013
"Little Rock-North Little Rock-Conway, AR Metro Area",325524,9842,29481,52105,56236,63430,19043,44589,9717,8475,19829,8935,3842,2013
"Logan, UT-ID Metro Area",56577,3639,11637,12689,12311,5552,1771,3291,1219,707,1587,1182,992,2013
"London, KY Micro Area",40015,2510,6058,7619,8526,4352,2671,3614,1311,193,1267,937,957,2013
"Longview, TX Metro Area",89016,3827,12848,13748,14973,15677,5166,10564,2148,2224,4392,1721,1728,2013
"Longview, WA Metro Area",38618,900,5819,7073,7666,4479,2514,2337,1015,1691,1769,2176,1179,2013
"Los Angeles-Long Beach-Anaheim, CA Metro Area",5663516,80239,365721,660711,810378,840264,320241,979170,151969,267377,527045,484049,176352,2013
"Louisville/Jefferson County, KY-IN Metro Area",574203,13612,47792,74276,98929,109080,52966,85859,20305,16534,31588,15852,7410,2013
"Lubbock, TX Metro Area",140328,5792,22479,37498,36138,17883,4097,7372,752,1125,3702,2422,1068,2013
"Lufkin, TX Micro Area",35039,1315,7119,8466,8129,3946,947,1915,174,209,740,959,1120,2013
"Lumberton, NC Micro Area",47298,1364,4084,8481,8909,7716,2632,5841,1452,753,2509,3083,474,2013
"Lynchburg, VA Metro Area",110781,3482,11583,19445,20319,13578,6276,16326,2846,4481,6396,3878,2171,2013
"Macon, GA Metro Area",81791,3051,8779,11337,16682,14451,4123,12865,1846,2066,3840,1376,1375,2013
"Madera, CA Metro Area",38436,819,3323,9229,5319,4137,1231,6621,1023,1429,2321,2291,693,2013
"Madison, WI Metro Area",326850,13697,39540,47768,58455,54968,26774,37900,8906,10595,15997,8890,3360,2013
"Manchester-Nashua, NH Metro Area",193202,6828,18508,26386,28425,27403,14211,21842,5541,8469,15918,13553,6118,2013
"Manhattan, KS Metro Area",46409,2413,8449,11383,10734,4943,1690,3472,1071,376,1081,433,364,2013
"Manitowoc, WI Micro Area",39656,3128,7049,7940,6238,4403,1901,3188,844,1692,1718,1131,424,2013
"Mankato-North Mankato, MN Metro Area",50720,2645,10311,12912,9849,6152,1925,3032,506,674,1071,1092,551,2013
